,base,clouds,cod,coord,dt,id,main,name,rain,snow,sys,visibility,weather,wind
391,stations,{'all': 92},200,"{'lon': 144.07, 'lat': -4.06}",1547587373,2100765,"{'temp': 296.369, 'pressure': 1015.19, 'humidity': 100, 'temp_min': 296.369, 'temp_max': 296.369, 'sea_level': 1020.15, 'grnd_level': 1015.19}",Angoram,{'3h': 6.98},,"{'message': 0.0045, 'country': 'PG', 'sunrise': 1547497396, 'sunset': 1547541787}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 0.88, 'deg': 185.5}"
392,stations,{'all': 0},200,"{'lon': 46.09, 'lat': 36.2}",1547587373,117392,"{'temp': 266.444, 'pressure': 825.99, 'humidity': 82, 'temp_min': 266.444, 'temp_max': 266.444, 'sea_level': 1032.94, 'grnd_level': 825.99}",Mitu,,,"{'message': 0.0097, 'country': 'IR', 'sunrise': 1547525153, 'sunset': 1547561090}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.58, 'deg': 211}"
393,stations,{'all': 0},200,"{'lon': -8.69, 'lat': 43.21}",1547584200,3126369,"{'temp': 281.19, 'pressure': 1019, 'humidity': 93, 'temp_min': 280.15, 'temp_max': 282.15}",Carballo,,,"{'type': 1, 'id': 6403, 'message': 0.0094, 'country': 'ES', 'sunrise': 1547539415, 'sunset': 1547573132}",10000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 3.1, 'deg': 170}"
394,stations,{'all': 92},200,"{'lon': -54.34, 'lat': -34.48}",1547587374,3440777,"{'temp': 294.069, 'pressure': 1002.14, 'humidity': 100, 'temp_min': 294.069, 'temp_max': 294.069, 'sea_level': 1019.08, 'grnd_level': 1002.14}",Rocha,{'3h': 10.375},,"{'message': 0.0042, 'country': 'UY', 'sunrise': 1547541681, 'sunset': 1547592740}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 3.28, 'deg': 92.5005}"
395,stations,{'all': 0},200,"{'lon': -35.74, 'lat': -9.67}",1547586000,3395981,"{'temp': 300.15, 'pressure': 1015, 'humidity': 61, 'temp_min': 300.15, 'temp_max': 300.15}",Maceio,,,"{'type': 1, 'id': 8413, 'message': 0.0034, 'country': 'BR', 'sunrise': 1547540034, 'sunset': 1547585475}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.6, 'deg': 130}"
396,stations,{'all': 80},200,"{'lon': 27.46, 'lat': -17.26}",1547587374,897456,"{'temp': 300.269, 'pressure': 959.82, 'humidity': 75, 'temp_min': 300.269, 'temp_max': 300.269, 'sea_level': 1023.6, 'grnd_level': 959.82}",Sinazongwe,{'3h': 0.13},,"{'message': 0.0031, 'country': 'ZM', 'sunrise': 1547524108, 'sunset': 1547571054}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 2.23, 'deg': 28.0005}"
397,stations,{'all': 76},200,"{'lon': 101.38, 'lat': -2.08}",1547587374,1625929,"{'temp': 291.844, 'pressure': 902.43, 'humidity': 99, 'temp_min': 291.844, 'temp_max': 291.844, 'sea_level': 1022.85, 'grnd_level': 902.43}",Sungaipenuh,,,"{'message': 0.0031, 'country': 'ID', 'sunrise': 1547507828, 'sunset': 1547551851}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 0.53, 'deg': 248.5}"
398,stations,{'all': 75},200,"{'lon': 116.27, 'lat': -8.71}",1547586000,1630662,"{'temp': 297.15, 'pressure': 1007, 'humidity': 94, 'temp_min': 297.15, 'temp_max': 297.15}",Praya,,,"{'type': 1, 'id': 9337, 'message': 0.0034, 'country': 'ID', 'sunrise': 1547503631, 'sunset': 1547548896}",5000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",{'speed': 1}
399,stations,{'all': 92},200,"{'lon': -9.52, 'lat': 53.8}",1547587344,2960970,"{'temp': 282.519, 'pressure': 1005.95, 'humidity': 99, 'temp_min': 282.519, 'temp_max': 282.519, 'sea_level': 1015.02, 'grnd_level': 1005.95}",Westport,{'3h': 1.675},,"{'message': 0.0036, 'country': 'IE', 'sunrise': 1547542021, 'sunset': 1547570931}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 8.98, 'deg': 230}"
400,stations,{'all': 0},200,"{'lon': 20.71, 'lat': 41.28}",1547587375,787487,"{'temp': 263.444, 'pressure': 904.38, 'humidity': 69, 'temp_min': 263.444, 'temp_max': 263.444, 'sea_level': 1034.27, 'grnd_level': 904.38}",Poum,,,"{'message': 0.0033, 'country': 'MK', 'sunrise': 1547532027, 'sunset': 1547566403}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.28, 'deg': 331}"
401,stations,{'all': 48},200,"{'lon': 91.7, 'lat': 53.7}",1547586000,1498693,"{'temp': 246.15, 'pressure': 1021, 'humidity': 75, 'temp_min': 246.15, 'temp_max': 246.15}",Minusinsk,,,"{'type': 1, 'id': 8942, 'message': 0.0098, 'country': 'RU', 'sunrise': 1547517716, 'sunset': 1547546639}",1900.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50n'}]","{'speed': 1, 'deg': 170}"
402,stations,{'all': 0},200,"{'lon': 119.7, 'lat': 49.2}",1547587376,2037078,"{'temp': 252.844, 'pressure': 944.5, 'humidity': 74, 'temp_min': 252.844, 'temp_max': 252.844, 'sea_level': 1033.93, 'grnd_level': 944.5}",Hailar,,,"{'message': 0.0031, 'country': 'CN', 'sunrise': 1547509830, 'sunset': 1547541078}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.73, 'deg': 308.5}"
403,stations,{'all': 64},200,"{'lon': 122.72, 'lat': 48}",1547587376,2033225,"{'temp': 255.719, 'pressure': 986.17, 'humidity': 71, 'temp_min': 255.719, 'temp_max': 255.719, 'sea_level': 1030.06, 'grnd_level': 986.17}",Zalantun,,,"{'message': 0.0031, 'country': 'CN', 'sunrise': 1547508836, 'sunset': 1547540622}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 0.98, 'deg': 115}"
404,stations,{'all': 92},200,"{'lon': 47.1, 'lat': 50.08}",1547587376,498295,"{'temp': 273.319, 'pressure': 1017.45, 'humidity': 97, 'temp_min': 273.319, 'temp_max': 273.319, 'sea_level': 1022.4, 'grnd_level': 1017.45}",Savinka,,,"{'message': 0.1323, 'country': 'RU', 'sunrise': 1547527452, 'sunset': 1547558313}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 6.58, 'deg': 162.5}"
405,stations,{'all': 80},200,"{'lon': 69.92, 'lat': 60.06}",1547587377,1506268,"{'temp': 261.819, 'pressure': 1017.86, 'humidity': 82, 'temp_min': 261.819, 'temp_max': 261.819, 'sea_level': 1027.28, 'grnd_level': 1017.86}",Gornopravdinsk,,,"{'message': 0.0034, 'country': 'RU', 'sunrise': 1547525266, 'sunset': 1547549551}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.98, 'deg': 214}"
406,stations,{'all': 90},200,"{'lon': -82.53, 'lat': 33.19}",1547586900,4231997,"{'temp': 283.27, 'pressure': 1023, 'humidity': 56, 'temp_min': 282.45, 'temp_max': 284.15}",Avera,,,"{'type': 1, 'id': 2827, 'message': 0.0037, 'country': 'US', 'sunrise': 1547555602, 'sunset': 1547592391}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.6, 'deg': 270}"
407,stations,{'all': 76},200,"{'lon': -53.67, 'lat': 66.94}",1547587377,3419842,"{'temp': 249.994, 'pressure': 972.22, 'humidity': 100, 'temp_min': 249.994, 'temp_max': 249.994, 'sea_level': 1010.59, 'grnd_level': 972.22}",Sisimiut,,,"{'message': 0.0033, 'country': 'GL', 'sunrise': 1547559675, 'sunset': 1547574488}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.08, 'deg': 110.5}"
408,stations,{'all': 75},200,"{'lon': -110.3, 'lat': 31.55}",1547585880,5314328,"{'temp': 289.13, 'pressure': 1021, 'humidity': 40, 'temp_min': 288.15, 'temp_max': 290.35}",Sierra Vista,,,"{'type': 1, 'id': 4096, 'message': 0.0049, 'country': 'US', 'sunrise': 1547562054, 'sunset': 1547599271}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.6, 'deg': 210}"
409,stations,{'all': 100},200,"{'lon': -62.99, 'lat': -40.81}",1547587377,3832899,"{'temp': 307.694, 'pressure': 1010.73, 'humidity': 20, 'temp_min': 307.694, 'temp_max': 307.694, 'sea_level': 1014.84, 'grnd_level': 1010.73}",Viedma,,,"{'message': 0.0028, 'country': 'AR', 'sunrise': 1547542751, 'sunset': 1547595816}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 3.73, 'deg': 293.5}"
410,stations,{'all': 44},200,"{'lon': 11, 'lat': -2.92}",1547587378,2396253,"{'temp': 297.569, 'pressure': 1000.27, 'humidity': 94, 'temp_min': 297.569, 'temp_max': 297.569, 'sea_level': 1025.82, 'grnd_level': 1000.27}",Tchibanga,,,"{'message': 0.0113, 'country': 'GA', 'sunrise': 1547529447, 'sunset': 1547573624}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.33, 'deg': 221.5}"
411,stations,{'all': 90},200,"{'lon': -97.95, 'lat': 26.05}",1547586900,3520271,"{'temp': 285.78, 'pressure': 1024, 'humidity': 94, 'temp_min': 283.15, 'temp_max': 289.85}",Nuevo Progreso,{'1h': 0.51},,"{'type': 1, 'id': 6100, 'message': 0.0112, 'country': 'US', 'sunrise': 1547558432, 'sunset': 1547596961}",3219.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}, {'id': 301, 'main': 'Drizzle', 'description': 'drizzle', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 3.1, 'deg': 10}"
412,stations,{'all': 20},200,"{'lon': 124.89, 'lat': -9.11}",1547587378,1651103,"{'temp': 298.419, 'pressure': 998.08, 'humidity': 100, 'temp_min': 298.419, 'temp_max': 298.419, 'sea_level': 1020.76, 'grnd_level': 998.08}",Atambua,,,"{'message': 0.0046, 'country': 'ID', 'sunrise': 1547501523, 'sunset': 1547546865}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 0.88, 'deg': 314}"
413,stations,{'all': 75},200,"{'lon': -111.63, 'lat': 28.83}",1547584800,3991622,"{'temp': 297.15, 'pressure': 1019, 'humidity': 50, 'temp_min': 297.15, 'temp_max': 297.15}",Talpa,,,"{'type': 1, 'id': 7129, 'message': 0.0036, 'country': 'MX', 'sunrise': 1547562039, 'sunset': 1547599924}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.1, 'deg': 240}"
414,stations,{'all': 88},200,"{'lon': 39.17, 'lat': 53.87}",1547587379,512255,"{'temp': 268.419, 'pressure': 989.73, 'humidity': 88, 'temp_min': 268.419, 'temp_max': 268.419, 'sea_level': 1013.06, 'grnd_level': 989.73}",Shirokiy,,,"{'message': 0.0033, 'country': 'RU', 'sunrise': 1547530364, 'sunset': 1547559211}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 4.68, 'deg': 215}"
415,stations,{'all': 64},200,"{'lon': 76.74, 'lat': 55.68}",1547587379,1487615,"{'temp': 262.769, 'pressure': 1017.94, 'humidity': 88, 'temp_min': 262.769, 'temp_max': 262.769, 'sea_level': 1033, 'grnd_level': 1017.94}",Vengerovo,,,"{'message': 0.0039, 'country': 'RU', 'sunrise': 1547521921, 'sunset': 1547549618}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.68, 'deg': 297}"
416,stations,{'all': 0},200,"{'lon': 81.12, 'lat': 6.12}",1547587379,1244926,"{'temp': 298.569, 'pressure': 1021.26, 'humidity': 100, 'temp_min': 298.569, 'temp_max': 298.569, 'sea_level': 1023.96, 'grnd_level': 1021.26}",Hambantota,,,"{'message': 0.0041, 'country': 'LK', 'sunrise': 1547513450, 'sunset': 1547555960}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.63, 'deg': 36.0005}"
417,stations,{'all': 0},200,"{'lon': 123.15, 'lat': 44.81}",1547587379,2036338,"{'temp': 260.669, 'pressure': 1013.4, 'humidity': 35, 'temp_min': 260.669, 'temp_max': 260.669, 'sea_level': 1032.55, 'grnd_level': 1013.4}",Kaitong,,,"{'message': 0.003, 'country': 'CN', 'sunrise': 1547508081, 'sunset': 1547541168}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.58, 'deg': 254.5}"
418,stations,{'all': 0},200,"{'lon': 171.21, 'lat': -44.49}",1547587379,2181133,"{'temp': 288.519, 'pressure': 989, 'humidity': 98, 'temp_min': 288.519, 'temp_max': 288.519, 'sea_level': 1027.57, 'grnd_level': 989}",Pareora,,,"{'message': 0.0033, 'country': 'NZ', 'sunrise': 1547485797, 'sunset': 1547540321}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.03, 'deg': 11.5005}"
419,stations,{'all': 90},200,"{'lon': 19.23, 'lat': 69.24}",1547585400,3136023,"{'temp': 266.32, 'pressure': 993, 'humidity': 92, 'temp_min': 262.15, 'temp_max': 270.15}",Storsteinnes,,,"{'type': 1, 'id': 1619, 'message': 0.0029, 'country': 'NO', 'sunrise': 1547546032, 'sunset': 1547553134}",6000.0,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13n'}]","{'speed': 5.1, 'deg': 310}"
420,stations,{'all': 0},200,"{'lon': 44.38, 'lat': 33.3}",1547586000,98182,"{'temp': 282.15, 'pressure': 1018, 'humidity': 76, 'temp_min': 282.15, 'temp_max': 282.15}",Baghdad,,,"{'type': 1, 'id': 7597, 'message': 0.0035, 'country': 'IQ', 'sunrise': 1547525163, 'sunset': 1547561898}",9000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.1, 'deg': 150}"
421,stations,{'all': 0},200,"{'lon': 42.45, 'lat': 18.39}",1547586000,110690,"{'temp': 287.64, 'pressure': 1026, 'humidity': 15, 'temp_min': 287.15, 'temp_max': 288.15}",Faya,,,"{'type': 1, 'id': 7396, 'message': 0.0031, 'country': 'SA', 'sunrise': 1547523916, 'sunset': 1547564065}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.6, 'deg': 190}"
422,stations,{'all': 40},200,"{'lon': 12.69, 'lat': 67.67}",1547585400,3137469,"{'temp': 267.15, 'pressure': 992, 'humidity': 85, 'temp_min': 267.15, 'temp_max': 267.15}",Sorland,,,"{'type': 1, 'id': 1642, 'message': 0.1275, 'country': 'NO', 'sunrise': 1547544691, 'sunset': 1547557613}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.1, 'deg': 90}"
423,stations,{'all': 88},200,"{'lon': -38.39, 'lat': -3.9}",1547587381,3407407,"{'temp': 298.669, 'pressure': 1016.56, 'humidity': 89, 'temp_min': 298.669, 'temp_max': 298.669, 'sea_level': 1026.51, 'grnd_level': 1016.56}",Aquiraz,{'3h': 0.18},,"{'message': 0.0032, 'country': 'BR', 'sunrise': 1547541213, 'sunset': 1547585571}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.43, 'deg': 21.0005}"
424,stations,{'all': 40},200,"{'lon': 2.51, 'lat': 39.57}",1547584200,2520493,"{'temp': 280.15, 'pressure': 1021, 'humidity': 100, 'temp_min': 280.15, 'temp_max': 280.15}",Calvia,,,"{'type': 1, 'id': 6423, 'message': 0.0034, 'country': 'ES', 'sunrise': 1547536116, 'sunset': 1547571051}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1, 'deg': 30}"
425,stations,{'all': 1},200,"{'lon': -77.74, 'lat': 39.62}",1547586000,4372777,"{'temp': 275.13, 'pressure': 1021, 'humidity': 51, 'temp_min': 274.15, 'temp_max': 276.15}",Vardo,{'1h': 0.25},,"{'type': 1, 'id': 4360, 'message': 0.0056, 'country': 'US', 'sunrise': 1547555378, 'sunset': 1547590318}",16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 2.6, 'deg': 280}"
426,stations,{'all': 64},200,"{'lon': -54.38, 'lat': 4.27}",1547587381,3381538,"{'temp': 298.219, 'pressure': 1009.51, 'humidity': 92, 'temp_min': 298.219, 'temp_max': 298.219, 'sea_level': 1025.5, 'grnd_level': 1009.51}",Grand-Santi,{'3h': 2.915},,"{'message': 0.0035, 'country': 'GF', 'sunrise': 1547545805, 'sunset': 1547588660}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 1.23, 'deg': 24.5005}"
427,stations,{'all': 90},200,"{'lon': -97.46, 'lat': 31.06}",1547585880,4673425,"{'temp': 283.39, 'pressure': 1023, 'humidity': 71, 'temp_min': 283.15, 'temp_max': 284.15}",Belton,,,"{'type': 1, 'id': 4382, 'message': 0.0059, 'country': 'US', 'sunrise': 1547558911, 'sunset': 1547596249}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.6, 'deg': 170}"
428,stations,{'all': 40},200,"{'lon': -127.42, 'lat': 50.7}",1547582400,6111862,"{'temp': 278.15, 'pressure': 1009, 'humidity': 80, 'temp_min': 278.15, 'temp_max': 278.15}",Port Hardy,,,"{'type': 1, 'id': 1011, 'message': 0.0092, 'country': 'CA', 'sunrise': 1547569465, 'sunset': 1547600091}",32186.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 1.53, 'deg': 108.5}"
429,stations,{'all': 0},200,"{'lon': -24.5, 'lat': 14.9}",1547587382,3374210,"{'temp': 295.694, 'pressure': 1017.62, 'humidity': 96, 'temp_min': 295.694, 'temp_max': 295.694, 'sea_level': 1029.39, 'grnd_level': 1017.62}",Sao Filipe,,,"{'message': 0.003, 'country': 'CV', 'sunrise': 1547539637, 'sunset': 1547580487}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 7.28, 'deg': 47.5005}"
430,stations,{'all': 90},200,"{'lon': -115.58, 'lat': 53.65}",1547586900,5921525,"{'temp': 264.09, 'pressure': 1016, 'humidity': 100, 'temp_min': 263.15, 'temp_max': 266.15}",Mackay,,,"{'type': 1, 'id': 794, 'message': 0.0039, 'country': 'CA', 'sunrise': 1547567414, 'sunset': 1547596460}",603.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]","{'speed': 3.6, 'deg': 50}"
431,stations,{'all': 90},200,"{'lon': 44.74, 'lat': 48.71}",1547586000,472757,"{'temp': 273.15, 'pressure': 1003, 'humidity': 95, 'temp_min': 273.15, 'temp_max': 273.15}",Rybachiy,,,"{'type': 1, 'id': 8973, 'message': 0.0028, 'country': 'RU', 'sunrise': 1547527699, 'sunset': 1547559198}",250.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]","{'speed': 10, 'deg': 160}"
432,stations,{'all': 92},200,"{'lon': 67.2, 'lat': 38.2}",1547587383,1217734,"{'temp': 274.194, 'pressure': 816.67, 'humidity': 97, 'temp_min': 274.194, 'temp_max': 274.194, 'sea_level': 1034.8, 'grnd_level': 816.67}",Boysun,{'3h': 0.915},,"{'message': 0.0034, 'country': 'UZ', 'sunrise': 1547520382, 'sunset': 1547555726}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 0.33, 'deg': 88.0005}"
433,stations,{'all': 88},200,"{'lon': -69.49, 'lat': -11.41}",1547587383,3938531,"{'temp': 297.919, 'pressure': 993.3, 'humidity': 87, 'temp_min': 297.919, 'temp_max': 297.919, 'sea_level': 1024.39, 'grnd_level': 993.3}",Iberia,,,"{'message': 0.0031, 'country': 'PE', 'sunrise': 1547547970, 'sunset': 1547593742}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 1.43, 'deg': 273}"
434,stations,{'all': 44},200,"{'lon': 123.73, 'lat': 50.57}",1547587383,2038665,"{'temp': 249.669, 'pressure': 950.82, 'humidity': 66, 'temp_min': 249.669, 'temp_max': 249.669, 'sea_level': 1030.97, 'grnd_level': 950.82}",Alihe,,,"{'message': 0.0038, 'country': 'CN', 'sunrise': 1547509191, 'sunset': 1547539783}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 0.98, 'deg': 335.5}"
435,stations,{'all': 0},200,"{'lon': 87.82, 'lat': 25.86}",1547587383,1273642,"{'temp': 282.269, 'pressure': 1027.59, 'humidity': 85, 'temp_min': 282.269, 'temp_max': 282.269, 'sea_level': 1031.64, 'grnd_level': 1027.59}",Baghdogra,,,"{'message': 0.0034, 'country': 'IN', 'sunrise': 1547513828, 'sunset': 1547552374}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.23, 'deg': 290.5}"
436,stations,{'all': 0},200,"{'lon': 150.85, 'lat': -34.58}",1547586000,6255012,"{'temp': 296.15, 'pressure': 1010, 'humidity': 94, 'temp_min': 296.15, 'temp_max': 296.15}",Flinders,,,"{'type': 1, 'id': 9594, 'message': 0.0051, 'country': 'AU', 'sunrise': 1547492388, 'sunset': 1547543519}",10000.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]","{'speed': 0.73, 'deg': 161}"
437,stations,{'all': 0},200,"{'lon': 36.67, 'lat': 35.01}",1547587384,170017,"{'temp': 275.619, 'pressure': 961.85, 'humidity': 72, 'temp_min': 275.619, 'temp_max': 275.619, 'sea_level': 1021.39, 'grnd_level': 961.85}",Birin,,,"{'message': 0.0076, 'country': 'SY', 'sunrise': 1547527245, 'sunset': 1547563519}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.18, 'deg': 177}"
438,stations,{'all': 20},200,"{'lon': -110.01, 'lat': 27.52}",1547584800,4013704,"{'temp': 298.15, 'pressure': 1017, 'humidity': 47, 'temp_min': 298.15, 'temp_max': 298.15}",Laguna,,,"{'type': 1, 'id': 7104, 'message': 0.0027, 'country': 'MX', 'sunrise': 1547561495, 'sunset': 1547599689}",16093.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.1, 'deg': 220}"
439,stations,{'all': 12},200,"{'lon': 13.24, 'lat': -8.83}",1547582400,2240449,"{'temp': 299.15, 'pressure': 1012, 'humidity': 78, 'temp_min': 299.15, 'temp_max': 299.15}",Luanda,,,"{'type': 1, 'id': 2173, 'message': 0.0029, 'country': 'AO', 'sunrise': 1547528355, 'sunset': 1547573638}",8000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.6, 'deg': 220}"
440,stations,{'all': 20},200,"{'lon': -63.58, 'lat': 44.65}",1547586000,6324729,"{'temp': 268.5, 'pressure': 1013, 'humidity': 58, 'temp_min': 268.15, 'temp_max': 269.15}",Halifax,,,"{'type': 1, 'id': 733, 'message': 0.0035, 'country': 'CA', 'sunrise': 1547552848, 'sunset': 1547586053}",24140.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 5.1, 'deg': 330, 'gust': 7.7}"
441,stations,{'all': 90},200,"{'lon': -99.24, 'lat': 30.3}",1547585700,4696310,"{'temp': 282.14, 'pressure': 1024, 'humidity': 83, 'temp_min': 280.85, 'temp_max': 283.15}",Harper,,,"{'type': 1, 'id': 5990, 'message': 0.003, 'country': 'US', 'sunrise': 1547559244, 'sunset': 1547596771}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 3.6, 'deg': 200}"
442,stations,{'all': 40},200,"{'lon': -94.42, 'lat': 30.04}",1547586900,4732862,"{'temp': 283.6, 'pressure': 1027, 'humidity': 62, 'temp_min': 283.25, 'temp_max': 284.25}",Nome,,,"{'type': 1, 'id': 3476, 'message': 0.0033, 'country': 'US', 'sunrise': 1547558055, 'sunset': 1547595645}",16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 1.88, 'deg': 107.5}"
443,stations,{'all': 20},200,"{'lon': 0.9, 'lat': 5.79}",1547582400,2304548,"{'temp': 302.15, 'pressure': 1012, 'humidity': 83, 'temp_min': 302.15, 'temp_max': 302.15}",Anloga,,,"{'type': 1, 'id': 1218, 'message': 0.003, 'country': 'GH', 'sunrise': 1547532676, 'sunset': 1547575249}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 5.1, 'deg': 210}"
444,stations,{'all': 20},200,"{'lon': 138.93, 'lat': 34.7}",1547584200,1852357,"{'temp': 277.58, 'pressure': 1009, 'humidity': 70, 'temp_min': 275.15, 'temp_max': 280.15}",Shimoda,,,"{'type': 1, 'id': 8024, 'message': 0.0036, 'country': 'JP', 'sunrise': 1547502664, 'sunset': 1547539003}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 9.8, 'deg': 270, 'gust': 14.9}"
445,stations,{'all': 5},200,"{'lon': -97.07, 'lat': 15.86}",1547585100,3520994,"{'temp': 303.15, 'pressure': 1016, 'humidity': 62, 'temp_min': 303.15, 'temp_max': 303.15}",Puerto Escondido,,,"{'type': 1, 'id': 7157, 'message': 0.0037, 'country': 'MX', 'sunrise': 1547557150, 'sunset': 1547597816}",19312.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 5.1, 'deg': 180}"
446,stations,{'all': 0},200,"{'lon': 114.91, 'lat': 60.71}",1547587386,2020838,"{'temp': 234.869, 'pressure': 994.19, 'humidity': 71, 'temp_min': 234.869, 'temp_max': 234.869, 'sea_level': 1047.79, 'grnd_level': 994.19}",Lensk,,,"{'message': 0.0027, 'country': 'RU', 'sunrise': 1547514790, 'sunset': 1547538427}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.08, 'deg': 108}"
